source_row,variant_code,flags
27720,vmm-a0b598a174c0cb5606949b46bf431fa9b664eeda70ffe945f5d459e017cfe055,MASS_UNKNOWN_OR_OUTLIER
27721,vmm-f6dd39f46aa7ae15e9591caf8830a3fb9e0b58a92ccdc73c3dfb8e673c69b027,MASS_UNKNOWN_OR_OUTLIER
27722,vmm-8cd4d39a4711671b780deec6e1711b8599cf14318cbed70fcc665305c30cf70a,MASS_UNKNOWN_OR_OUTLIER
27723,vmm-98213e4876953281ab5fba70e10a32d42f62bd91e9cd6b947bf49ff4b4333342,MASS_UNKNOWN_OR_OUTLIER;TRANSMISSION_LABEL_CONFLICT
27760,vmm-0042c8bca11efda1a6d9edf1eb469637e6820c667cacb4515ab660ec4c8f2a37,MASS_UNKNOWN_OR_OUTLIER;TRANSMISSION_LABEL_CONFLICT
27761,vmm-8d9185d7ca66c26875679d5e49e848d0722a025390dcf5cf2f30bd5ea4b24ad5,MASS_UNKNOWN_OR_OUTLIER
27763,vmm-82d861901151ab4df8b4a1f7d81cb0a1c1e931bde7f598356b64a97fa5fd2127,MASS_UNKNOWN_OR_OUTLIER
27768,vmm-bed6599b544a51ebed0f1c55a49d837c7dd2ca30d4b1f8d3bbac3410ecd16c40,MASS_UNKNOWN_OR_OUTLIER
27769,vmm-21ea8c5d784dae9ebc84381b81e2381fcd082e534502d798232290c1ea7cdda7,MASS_UNKNOWN_OR_OUTLIER
27770,vmm-5672ba1d1f5deb76b44d409327fe7a529d27ce94eefa97488287b453d1706bc9,MASS_UNKNOWN_OR_OUTLIER
27771,vmm-96eea8008f55a0279bb7066af5231701fd31b3c387aa8ba0047f141976cc56ff,MASS_UNKNOWN_OR_OUTLIER
27772,vmm-ea332fad47a249812f7dc2a5a5974b7d7ed337928196b6a8c553caf88c78ea3d,MASS_UNKNOWN_OR_OUTLIER
27789,vmm-ce1a372a81211441030b659f569614ed245dd24f909cc8974e2c271cbe2dff13,MASS_UNKNOWN_OR_OUTLIER;HR_PARTS_AVAILABILITY_UNCERTAIN
27790,vmm-caa9150ffc3eda7f21233fee049ddd6c6fa2c6e9353733822361a4a41079eca5,MASS_UNKNOWN_OR_OUTLIER;HR_PARTS_AVAILABILITY_UNCERTAIN
27791,vmm-472eb11b8824be6b9ec5f92d4726cb89daa4914a0c73c883c8159bf6432c1f7e,MASS_UNKNOWN_OR_OUTLIER;HR_PARTS_AVAILABILITY_UNCERTAIN
27792,vmm-71f5b34aab71946016ef80d16748f3b027a703097ada214dbb5cb2f93e093447,MASS_UNKNOWN_OR_OUTLIER;HR_PARTS_AVAILABILITY_UNCERTAIN
27793,vmm-971dd75ab30b6a102b0108fc3c52c017b3dbb1252695dc97a9e7c12163865fb4,MASS_UNKNOWN_OR_OUTLIER;HR_PARTS_AVAILABILITY_UNCERTAIN
27794,vmm-1ab62c98a28dfaf180676f212f5f0320c6d77a2bae3350d6bef4cd10f2ef1912,MASS_UNKNOWN_OR_OUTLIER;HR_PARTS_AVAILABILITY_UNCERTAIN
27795,vmm-603951c43aa37df8dbeb6880af5cac5895f27d442532169856d5961d58126cd7,MASS_UNKNOWN_OR_OUTLIER
27800,vmm-ed0e5afcf2b72bc5ee9ce211f3bc34ddeb0ce1586e242ec2d0d2696178a11a8b,MASS_UNKNOWN_OR_OUTLIER
27802,vmm-9921ae5eecf18fdba531cc53f75b89c84f6448809c53881c5d758bf85aa6f8bf,MASS_UNKNOWN_OR_OUTLIER
27804,vmm-c5fbc24f5fb8ae14f2dfd9245299f6f9b49caf890d62d2f29db493a0914c75de,MASS_UNKNOWN_OR_OUTLIER
27824,vmm-b5e98c06a53dd640c89c34a6ee828fa1e6a214bc5903fdcfef0a74cbc1401a16,MASS_UNKNOWN_OR_OUTLIER
27825,vmm-dfbc8f79c978ad83a61e368993638f5e2eff9e918677cb6fbcf82ba38d7055a9,MASS_UNKNOWN_OR_OUTLIER
27826,vmm-5fb7578be61d4cdbc6071806a85d9577111876db2b4d4f3411cef8fd40aa5d84,MASS_UNKNOWN_OR_OUTLIER
27827,vmm-98b595ba311058ce62d66bdb19178c232a147a027e2c4077e9064eaeafbfd437,MASS_UNKNOWN_OR_OUTLIER
27828,vmm-4cf917a64ad85793154278fc0d51a14f75650429aae83a1badc61989a9d406e5,DISPLACEMENT_UNKNOWN_OR_OUTLIER
27829,vmm-e21773e3ad97e53d023f8e737759f4db60c3fb0597f68985ce2b051b1f3ce596,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
27830,vmm-55f560adb15a23387000bbf25b06d00c9decabda51c15296303dc595ce35772a,HYBRID_FUEL_UNCERTAIN;DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
27838,vmm-523aa41d39c4fe29a28f4e8735fec4d981487f916ec67d0a111f8fc9e45fb453,HYBRID_FUEL_UNCERTAIN;DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
27839,vmm-96069005754d10b7f2c3f366b79ea1777dcb4c1a88e617c4007e9f57f89a3171,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
27840,vmm-c5f9fbe393ffb9da23b0edc2064699ec4fee7e9a8c2e0913546c078161233caa,MASS_UNKNOWN_OR_OUTLIER
27841,vmm-813c2a806ea33ae36a5ba1cf86912908c7a612cef5db2b448126748748ad1ca4,MASS_UNKNOWN_OR_OUTLIER;ROUNDED_FOR_INTEGER_STORAGE
27844,vmm-b04a5feb379bb562c87612b6bf091cc7c430deb71e4af1142866daf3479b93ac,MASS_UNKNOWN_OR_OUTLIER
27845,vmm-376240c88b22dbab9873c4f5ef8d558f5e01db65890874792951a3fc20f992d1,MASS_UNKNOWN_OR_OUTLIER
27846,vmm-dd01e6c46defc20d2c45b05f613b27ed985e972d0a980f4bcef4ec6140341831,MASS_UNKNOWN_OR_OUTLIER
27847,vmm-d0a23122dc218613e5143eca8245733936355fe5815d01b71ca07e3ad1e9cf9c,MASS_UNKNOWN_OR_OUTLIER
27848,vmm-ac29b4783ab31f8d2da305ebf9eefdcce2bac99ba263db23d245fdc34c0e16bb,MASS_UNKNOWN_OR_OUTLIER
27849,vmm-bb2387cd2f205c34ed34f49d25ac6f850bf1e528a2c41c8ac01bf94d7ab57004,MASS_UNKNOWN_OR_OUTLIER
27850,vmm-667167011049d2332748b0fd7ec389d76dea2ef50e90159abd75dfee6f1634bc,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER;TRANSMISSION_UNKNOWN;ROUNDED_FOR_INTEGER_STORAGE
27865,vmm-69cd0d95527101a949202c87fe3f1f5fe0dd2164df08f6061678cca774092962,MASS_UNKNOWN_OR_OUTLIER
27866,vmm-617caf1b02de97af3f4db959282595f46bd8e0f7404b8ad1c0f369d606b1839c,MASS_UNKNOWN_OR_OUTLIER
27910,vmm-30a5c118585597c99d7a02084fbefb5258fd876edd32e420f5f8f99dbdea59e1,LEGACY_QUOTE_REQUIRED
27911,vmm-a3bc11954a8c55361f2e86625c6f61ae4013763492c63268f6d7ac3a6b79e1aa,LEGACY_QUOTE_REQUIRED
27912,vmm-977d9387112f9e01b9e090f2952f57b4248096d580801542e1073bcd2d24ee2e,LEGACY_QUOTE_REQUIRED
27913,vmm-a45f36b7bc4a8154b26157f6134764c5791360cef4698766ec6dffd16764562a,LEGACY_QUOTE_REQUIRED
27914,vmm-b4fea4cd2621b7da10bf6814ff054819969603a373b5fa53bffa9fdad38fff4f,LEGACY_QUOTE_REQUIRED
27915,vmm-f8d43a311eff703c8235913fc295b7e07089f4b7015f1d882659a3b7213de14e,LEGACY_QUOTE_REQUIRED
27916,vmm-ef4fea670c3c0a22980ed752fa7805ee31c148c14a18458f2d58dc5894e447e1,LEGACY_QUOTE_REQUIRED
27917,vmm-3606fafa5dd791f1fe3b009f992b962e9ded829b7debec79eb8e9548f71f4dd8,LEGACY_QUOTE_REQUIRED
27933,vmm-3a09e1cc39f5b322ebf776f98cf2d698dcaee4e269f4d727a2a7a00e0dda42aa,MASS_UNKNOWN_OR_OUTLIER
27934,vmm-6a739af0fa8467f78d347b12d50d36fe9b7cf932e55ce1c0e1b69108ff198113,MASS_UNKNOWN_OR_OUTLIER
27959,vmm-04b9832effd4ea6e3c1b24442884fcfee14014b93790e1516234d15a1cdaf307,CYLINDERS_UNKNOWN_OR_INVALID;DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER;TRANSMISSION_UNKNOWN
27960,vmm-8973abd8a020515780635fcabc4923c5b2f5925db19f2261abb218aae62fe609,CYLINDERS_UNKNOWN_OR_INVALID;DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER;TRANSMISSION_UNKNOWN
27961,vmm-f88ef50ab06c6ecc4c5d26721a60f1f6c427838bb23b64b646857ce9506a110f,CYLINDERS_UNKNOWN_OR_INVALID;DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER;TRANSMISSION_UNKNOWN
28007,vmm-fc00e3f246ea5f634b51efc4fc45b1ff6bc2e7b98ead654d1ec3fbdf0c9344b1,LEGACY_QUOTE_REQUIRED
28008,vmm-e6f57299817c932ebd39e7ce454e6ce4a939cd559f4190eb9e05478291b98632,LEGACY_QUOTE_REQUIRED
28022,vmm-1360147903299c436abcc2be2720db36b4fd50839c4886e366ccf885040f4f0d,POWER_LABEL_CONFLICT
28038,vmm-ec07637c87eae8c85c5040f052fb68e5f1768422ff05e034b698189f53b8a3b1,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
28039,vmm-41c3324e36eccd90dbe6e715e4a8b1ae4080a537436217125a9b6d6e5a6acc46,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
28040,vmm-3e99f1e4a66a3dc40ca7418b009641497a1a4869c3f4d70ff0a964deca19a7a9,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
28041,vmm-cdcba11a8f7c53abd618649444949b652644aca6507e875205f053bbb2aac1aa,MASS_UNKNOWN_OR_OUTLIER
28042,vmm-c0ca5468a8c06e534639a1539c0c1f06f1537b519dd742cde0751fc6d23ba3de,MASS_UNKNOWN_OR_OUTLIER
28043,vmm-529feb32a676f58a6d7afd5bda0deb248dca5d58159866fbb7b056690e3f14c6,MASS_UNKNOWN_OR_OUTLIER
28044,vmm-c3260c2490b0f5eaf3ed72cba2f986c271c3a89d2791c7037ba6515c849f75c7,MASS_UNKNOWN_OR_OUTLIER
28045,vmm-8f905e22a81b41a23b7ecaf1776b4439a6723e832ac46a81c539b24bac0ae15d,MASS_UNKNOWN_OR_OUTLIER
28046,vmm-453fd6f71b50f520dc9d05aa221f9099e2fd580c1592f1ac68266353179742b5,MASS_UNKNOWN_OR_OUTLIER;TRANSMISSION_LABEL_CONFLICT
28047,vmm-d56dac35fdf1466b0d73b3a0c8dbfab6211be742ce81454542f8c5264db93fe7,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
28048,vmm-b921d3d9482b7e099ebe0f1a111f66a3ea9111f31b5a5626297fe4d87b1d742c,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
28049,vmm-a95e3bf6d2905012a303f3c7cfca40a7def66b7885984e1e5bdd4a0d904e3799,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
28050,vmm-8659f2b1d421f008bc726633b75d4728e288d49f92dbfcc989ef36c03b80a8f9,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
28051,vmm-66a6139124d8daa6b51cb7054059f987d0ced45e867b07a7b2293a73c06be4a9,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;MASS_UNKNOWN_OR_OUTLIER
28061,vmm-c28024abd1c4b28f50b53b9a56087fbeb0b525133161b1166b65c6df6efca9b6,DISPLACEMENT_LABEL_CONFLICT
28062,vmm-c51d1ffd3f2f01ad96497f5d1cf32b99c76ee63a6c603f20a223752586cf4657,MASS_UNKNOWN_OR_OUTLIER;DISPLACEMENT_LABEL_CONFLICT
28063,vmm-23fda6cf6ba37c48c10ef239d0b2498ac4af8e17dd83497f8e653daa0471741d,DISPLACEMENT_LABEL_CONFLICT
28118,vmm-6a75f3be8da552f4206d63a588c6e2998eecad00769ba6e99c2f7777f6d8816d,DISPLACEMENT_LABEL_CONFLICT
28132,vmm-1475c0838fe1c9b15247810d92f6ad8107b5f8af5b3a5aff1232ef96c4b5d756,POWER_LABEL_CONFLICT
28155,vmm-010215f3299f9d778a38ece5d78c04f5f75adb120843c8369af6723a661dc034,LEGACY_QUOTE_REQUIRED
28156,vmm-b187f53ac833297c4fa0e5819f60c9cf3a77ccae2c82414369d9602025c9fe4d,LEGACY_QUOTE_REQUIRED
28157,vmm-8e499378383f28a83a62653c181338e7f6671cbfd657f9bd136c84fcb9fc1d35,LEGACY_QUOTE_REQUIRED
28158,vmm-1765feca4109830ebde856109c2d3b25e00df61b03d930931f923199f5985f47,LEGACY_QUOTE_REQUIRED
28159,vmm-ed2cf5da26b10a21d03804c7ab4c0537624ae3d37cb46668e3966cdd5e01f9b9,LEGACY_QUOTE_REQUIRED
28160,vmm-35c83523da59edde46c38506ef817d089dcc43cb72e49148fcce8b04470ff003,LEGACY_QUOTE_REQUIRED
28161,vmm-1eff858cd1128e74e51b8cd3963face2d0fc8f75e2787949f8a3fd08093b163e,LEGACY_QUOTE_REQUIRED
28162,vmm-824bab9441ca706df740cc72efc635a2f49a026befbfb2d372c441ced0c2c6d6,LEGACY_QUOTE_REQUIRED
28163,vmm-a646e2bead0643e3b2fc07d97dd7b43bfb4af67b69b63ae71b4e8b470b977a29,LEGACY_QUOTE_REQUIRED
28184,vmm-0716ca2ff74e84ab9a1d8550e7e7459dae0d394e7b5bb7fd26a7ea763b72cd6e,TRANSMISSION_LABEL_CONFLICT
28185,vmm-22dfffdbbc85b23a833e743b20f707cabffe317c7b23470c45e39f8aef9de173,DISPLACEMENT_LABEL_CONFLICT
28191,vmm-15831b983e43b775d515321688457ef54e11cc0148abc5fbf88973befc5b56a6,DISPLACEMENT_LABEL_CONFLICT
28228,vmm-cfc722f02f47cb3fe0a81573c9d1f9507b4f043730d497ef53fd9843b5595030,POWER_LABEL_CONFLICT
28251,vmm-6e37e678460b543463d55d1b164b1ee1e0d6ee8a0b73ca65cb82b684d8b496c9,LEGACY_QUOTE_REQUIRED
28252,vmm-2c201abe668ebef520a49123759ea40c6915c3260bc465f4d654b194ec78894d,LEGACY_QUOTE_REQUIRED
28253,vmm-5ae2d8507d0c6b88192faa1be3a4a2c98d1e1c92a8550d7f65f82100892026cb,LEGACY_QUOTE_REQUIRED
28254,vmm-68eb947cf44ee377d15b040841c1603e6501d93b7a9a8183120c871479e66c3e,LEGACY_QUOTE_REQUIRED
28255,vmm-789df5f2b7654bf5e23b84446259127180c0d2951b7278353d1b0c84876dcb68,LEGACY_QUOTE_REQUIRED
28256,vmm-4f4a35733075da92cd4917fb706d9be554436e3b7ec8e168e5926af91c4e7796,LEGACY_QUOTE_REQUIRED
28257,vmm-1a4fe6b96f2af8916b10db998f67c197a6407d275e3225bac14c381d47076631,LEGACY_QUOTE_REQUIRED
28258,vmm-6dc093d599a032a35f8917c5f1036ac0c6be5042201071f818fc0b3853011b8b,LEGACY_QUOTE_REQUIRED
28259,vmm-475418e0d0adb3af4f04793d13bc9699f288723ecc178fbe7c909d98e3a19b3f,LEGACY_QUOTE_REQUIRED
28260,vmm-220507bd0a6b20b90a32176e1df336f2f47362f062eddaf844fbd7f1080b7da8,LEGACY_QUOTE_REQUIRED
28261,vmm-fbfb5023351ff28b9ea13864b8e5b64147e8a5a2169303a6fdc7bf280d16c36d,LEGACY_QUOTE_REQUIRED
28262,vmm-242130bd4b54655b48c3d519e2a65da2745560fc3a909d5717f15d9f8ef976d0,LEGACY_QUOTE_REQUIRED
28263,vmm-cbb153dec22ce0e3349c03ed4da9a76272005ffc80dae45be09b3d6c071fc360,HYBRID_COMBUSTION_FUEL_UNSPECIFIED;HYBRID_FUEL_UNCERTAIN;CYLINDERS_UNKNOWN_OR_INVALID;DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER;POWER_UNKNOWN_OR_OUTLIER
28304,vmm-7a4fce2c5a02e0fb560b3f99c6430c52c54a94f3bdeb6f559357b28dc861f282,MASS_UNKNOWN_OR_OUTLIER
28307,vmm-b9a11bb1a94e4de4847dec755a35dfd8d8d1b08d15b43b6ea10c3777de909fe3,MASS_UNKNOWN_OR_OUTLIER
28308,vmm-d9aae71096b67ba0d1b20bb1f4a08d6f25a09f010982776e3d9c6c9b496fed88,MASS_UNKNOWN_OR_OUTLIER
28309,vmm-076b88943ccd7f1cf04d6ad9f49d43405e82ab4cb710b998c97bf901285b23bd,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
28310,vmm-150f30df0112f72cfbc302ef5c1943c88d51355be22a0757358af7d87958018f,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
28313,vmm-c038735c97fe5b1b618dcfb55e4fddf6cf40c7bd6d4399eb5314dd04f04644aa,MASS_UNKNOWN_OR_OUTLIER
28316,vmm-c302bd8d83cd012c22b92c5d6a91190a154f49311d7d48c0ec21a3778d2d5abe,POWER_LABEL_CONFLICT
28337,vmm-af54c6fb229a2d61fde07f0f32598acc961f51eb22efc3ec153052786528135c,MASS_UNKNOWN_OR_OUTLIER
28347,vmm-50c5c1bd46d1753cf6c8e6e1d12de3a162d08ba107f857f692d537d6857cb585,LEGACY_QUOTE_REQUIRED
28348,vmm-00fedff4166a4c05d5247193c55992ac1002bb2f945785772972a8d1b8d75993,LEGACY_QUOTE_REQUIRED
28349,vmm-f348b181104730cfc7b1d8738388cd964f3fb1de243b69b951566101c5493e25,LEGACY_QUOTE_REQUIRED
28350,vmm-9394d8453c0f6996b489c273c34ac17b26796dd21354ff8323c35c2fb253962f,LEGACY_QUOTE_REQUIRED
28351,vmm-b439e0a9336c4f515442d09062c463b5d602471f57f7e78c707c2ba4ee9776fd,LEGACY_QUOTE_REQUIRED
28352,vmm-28067fc0a57c615c9f1ab81094bd379dc41d9357f2df81c3ac1332ab4dd3d26a,LEGACY_QUOTE_REQUIRED
28353,vmm-a16b499d38cfec5991ecd4f1b6d6638a58513b88fd0b759a63204569a510d658,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
28354,vmm-c321eac3e12a9b7a5d576fdb4d8765d7293cc7d36f8a2fbf0ecbd76e0ad80708,MASS_UNKNOWN_OR_OUTLIER;LEGACY_QUOTE_REQUIRED
28380,vmm-a1880d31314afdda6fbc08007da3ff4588241b31f31f303586077b75fd7e1eb0,MASS_UNKNOWN_OR_OUTLIER
28390,vmm-7772203d0fcc0c768660d60bb1f8c94d9992c347907ffd7de4af45b5b9dea976,MASS_UNKNOWN_OR_OUTLIER
28391,vmm-1a03b8c974744a73483483397cefac3359268490e252b3e82fb954b407a7a9c7,MASS_UNKNOWN_OR_OUTLIER
28394,vmm-b3d243e47b57915e439a5cd85c9bc6553a1c9deb88346267300661910eaf69c2,POWER_LABEL_CONFLICT
28395,vmm-92c1457eda9d957155b5052706e5f674b19ef5622643cc78a1f7dadc76a062f0,POWER_LABEL_CONFLICT
28430,vmm-31f1a3d073a97ca4ced2652ecb7e7b218b79a24c8729d931b3de58515cd147d4,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
28431,vmm-98e66201c8b4cf67ad99f45f17ea33923cb9dd73d764d8799a6fb98a89c2ade6,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
28438,vmm-9ca2c6fe620f61fac645ff31753690e053b77935a9c9b9192b87dd21c090a19c,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
28439,vmm-e77aca52185f608adf341d6b4c456836c4fe90ebc71d786e7ffe121bcf8f63bf,HYBRID_COMBUSTION_FUEL_UNSPECIFIED
28448,vmm-fb2811157d60f3001ec3e436c9c759b09fdd639e43689dddaf9baf543131a48c,DISPLACEMENT_LABEL_CONFLICT;POWER_LABEL_CONFLICT
28489,vmm-f54846837ae9c6630767673099b06c6aa04b579abc17aa022340f1e25e94f2ef,POWER_LABEL_CONFLICT
28490,vmm-38f999afdf99801a4d90d9ccfbdf688f45c087c470dacc86692a6e4f3cc5c744,POWER_LABEL_CONFLICT
28517,vmm-feec668d6bed6a59755e9f8c680c91da51b03caa662eac121cb99521d7e46ac8,MASS_UNKNOWN_OR_OUTLIER
28519,vmm-a0f3fb2dc5a42c263103bddc984ade0ec25c96ab269ff5471eccf06fccf4ae16,MASS_UNKNOWN_OR_OUTLIER
28520,vmm-c93ea09fa230af8d2ccda3dc559f6bd46690520746a929813645d4effd65f45c,MASS_UNKNOWN_OR_OUTLIER
28523,vmm-ef49e382c41c1466a92a29d583f85717de21ddba51f3e25b645b8a81acee789d,POWER_UNKNOWN_OR_OUTLIER
28530,vmm-dac5f12dea4bb60836de1df2e8c15d55542c787473f70f49605f71ac10d2b423,MASS_UNKNOWN_OR_OUTLIER
28538,vmm-a20d9212d162dcf22e2af8e74c6bd819238d8e8c00a39abf6f5e383bcb8a7566,MASS_UNKNOWN_OR_OUTLIER;POWER_UNKNOWN_OR_OUTLIER
28543,vmm-227b1261568c2c9d5afddf047fe1bcc3d24443a2e0f6507bb4784e7cb975bcc6,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER;ROUNDED_FOR_INTEGER_STORAGE
28567,vmm-775c07185ae51cba47e72203b872083ecb88180a1263cacc76e54fcf7aa3f8ab,TRANSMISSION_LABEL_CONFLICT
28641,vmm-814ef99cb01a4afb5e283e8bb0f8039ffeca13925abc2d8b8845e5e8310b1d79,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER;POWER_LABEL_CONFLICT
28655,vmm-e42b1a441604dff4aaf36fbefe2a16eb396c6fc574a4a5fe8c959646304c0001,MASS_UNKNOWN_OR_OUTLIER
28656,vmm-2f8bbb7ca3f709d1a04bdda4e0aafd33a4d3febc7e596a6a60e22c27a8af1d5c,MASS_UNKNOWN_OR_OUTLIER
28657,vmm-90ff096bca99bec3b3ddbcddb45aeed5c675f31b81dedbe1d8b3b6987b7fcc91,MASS_UNKNOWN_OR_OUTLIER
28658,vmm-3173a45cd5135af9a1a8062de81e4387fcd5ef6237123a442767cbbd26f5cbdb,MASS_UNKNOWN_OR_OUTLIER
28661,vmm-4d533d44299ec9db64711644eb4a273723efa34c364fca6db8ffdf6a8faa45ae,MASS_UNKNOWN_OR_OUTLIER
28662,vmm-8c73a6a6e361edf5eca09e86d873ef2d861d39653e1a8131accec2226d53224d,MASS_UNKNOWN_OR_OUTLIER
28688,vmm-37d8ceaa5a392cf13134ffaeb9a3b9b81bae2962588be33c64cd507a5991bd0a,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
28689,vmm-30c4c78b3ab0966932411caa5860eb915598f9d7bbfece687fbd2389310bbe05,DISPLACEMENT_UNKNOWN_OR_OUTLIER;MASS_UNKNOWN_OR_OUTLIER
28703,vmm-0c17bc817f7a24d5661d337b5bdc20398a5d19b6bb6535311d158e617fb4a37c,DISPLACEMENT_LABEL_CONFLICT;POWER_LABEL_CONFLICT
28722,vmm-3ea52f237b6da573e9719e3838c0786509381113f0c4b8f39ab0163c3a11d4e7,TRANSMISSION_LABEL_CONFLICT
28723,vmm-6088186a44af21cd1c91d2261dd9dff83e8887421dddcda3ac7e2e18a6aa9dcd,DISPLACEMENT_LABEL_CONFLICT
28728,vmm-efa987bebb37e5112b846e8a3020632fdbc633d77997bbd15a739634f044f253,TRANSMISSION_LABEL_CONFLICT
28742,vmm-2a4fb6fdeac218007332230758768134af32b8d6bf018ea6d236f3f30e2f2195,POWER_LABEL_CONFLICT
28778,vmm-1e491b60d61e42952fa07a0bf22abaea6c47bed4967e9fe8790d0a0f578522d3,DISPLACEMENT_LABEL_CONFLICT;TRANSMISSION_LABEL_CONFLICT
28779,vmm-b516a08d6971f6c8e67b7f784337526698e061d7d943909f78803f50537e63c7,DISPLACEMENT_LABEL_CONFLICT
28797,vmm-9d105c574076e0095f969acddd85326b3db9da7122d81c7650479e5ffc34d9ea,LEGACY_QUOTE_REQUIRED
28798,vmm-b1f15d939b1ff29a0a71220f84e8e8c03a514ab9e736ef63fa1940414dd6d704,LEGACY_QUOTE_REQUIRED
28799,vmm-cef0fa0c7f394fca4c30d2183c322cb78e8feb15bc82b067207fa9310d643085,LEGACY_QUOTE_REQUIRED
28800,vmm-eda3b9fa8448a565ae2577865b2f199d7b004ca6fafbeb755ffd8706bae40406,LEGACY_QUOTE_REQUIRED
28801,vmm-e8b9e69d6064561b59bf3f1a9dadabbe6e9d167ae746989e240b460ed9017db1,POWER_LABEL_CONFLICT;LEGACY_QUOTE_REQUIRED
28802,vmm-18e3356be340adf2ad26b4d1be12b7a0ff14914106fec88854028b6e51f6abdc,LEGACY_QUOTE_REQUIRED
28803,vmm-39a4f7b68cbae440f6343008a1e0caf999431f2d4c6839d57c737738c399c8e9,LEGACY_QUOTE_REQUIRED
28804,vmm-0cc64e3395d7bc781f1e9077a545b2d24f4da0d81cd91c0084d33f71d30ed784,LEGACY_QUOTE_REQUIRED
28805,vmm-27494ffa40457e88c091a7c32f9e3ef34b6df489291f189663525e870fd85830,LEGACY_QUOTE_REQUIRED
28806,vmm-1823667ad339e901f63198339d7d166d4d9d7c17938e8e2b897c5a12607e88a6,LEGACY_QUOTE_REQUIRED
28807,vmm-f342a5baf36d2b5124decff0779b3f04961502f1314341617d84d270cf0a423d,LEGACY_QUOTE_REQUIRED
28808,vmm-4490a1dbe6fb9c8f9a9c574e50a9f18c76e3def35989cda463c894a102fb711e,DISPLACEMENT_LABEL_CONFLICT;POWER_LABEL_CONFLICT;LEGACY_QUOTE_REQUIRED
28809,vmm-105f78f541774e893674a60f6c091300e17a43d4d8c6dc54ed286c077f465431,LEGACY_QUOTE_REQUIRED
28810,vmm-100b2c1c519dfac1b5e302f3f0cebb0aaf42a5f8d7702650d78ba5428e9104f2,LEGACY_QUOTE_REQUIRED
28811,vmm-02f49beb2c400530e814b09697eb7e9f1f0a1e706205cb5a1fed8fcd25ec237f,LEGACY_QUOTE_REQUIRED
28812,vmm-7c53f23633b1642361f93cf75fd1b4490b8c45007975d2508b61554ae4698cd2,LEGACY_QUOTE_REQUIRED
28813,vmm-cd91748f317b5a576115db7d4997c844d746cbd45be83f145b25fc3692e6725f,LEGACY_QUOTE_REQUIRED
28814,vmm-ba9f5e679504d3f6b4313c39d9d943f63e83b8b1355fc51bd8f385536772dcf4,LEGACY_QUOTE_REQUIRED
28815,vmm-59efb6dbf766f9dc4e9689b821dc0ad981e1f9395c6245fe0621856867454909,LEGACY_QUOTE_REQUIRED
28816,vmm-4177e8a63b3c42ab7f0ad31498dff738533bbb9899212bfe6fbaeae45303e11f,LEGACY_QUOTE_REQUIRED
28817,vmm-770496e1ff2d37f1e033207986c2f0ae964de31e1d54c8869c6680f916670719,LEGACY_QUOTE_REQUIRED
28818,vmm-02acbee4a0faeb1a403ec1055d0911c49c6ddb821486b82f4b5a6b41af71522f,LEGACY_QUOTE_REQUIRED
28819,vmm-be22891e3e893338365ea85edf86e276deb704dd0a211d0ea053c485dcd6c5d9,LEGACY_QUOTE_REQUIRED
28820,vmm-39ec64fa5542c030529cf9c9b9f6145336aafabeb5b380f0162823e20b1e5c63,LEGACY_QUOTE_REQUIRED
