source_row,variant_code,field,original_value,stored_value,reason
22551,vmm-a4bba6f007a9a3c641150829b168e964c2246d847031d60075e468186dda9c01,power_hp,400.5,401,ROUNDED_FOR_INTEGER_STORAGE
22560,vmm-82af2c0b4d1d53f3573ee907777206bf8c66ca46b7d42c1fa5724149155f372e,power_hp,388.3,388,ROUNDED_FOR_INTEGER_STORAGE
22561,vmm-be3253d84d88c27368c71dc9d3b9465c182b997637cf03309235f7e99b557efe,power_hp,388.3,388,ROUNDED_FOR_INTEGER_STORAGE
22580,vmm-da3da368d53ffd08c857190b728e51d2f4045b0a424e6eed62491010e9f66424,power_hp,388.3,388,ROUNDED_FOR_INTEGER_STORAGE
22581,vmm-1eed334b08be6a465e370cb13b9b2bd2c6a7797bf87d6448bb67e12a22784263,power_hp,388.3,388,ROUNDED_FOR_INTEGER_STORAGE
22582,vmm-f2be15332bb2b6f0446c80e6c800abdb96a65f3a76b13d89e110c76787d78b01,power_hp,375.1,375,ROUNDED_FOR_INTEGER_STORAGE
22583,vmm-8c3054d8d8f077e8b624b1e430124c34aec4d6824645600d41ffaf45f5db5768,power_hp,375.1,375,ROUNDED_FOR_INTEGER_STORAGE
22584,vmm-95ab4ad2a39887c37bf97a1dbf04ae8075ac31cfe8371c268421b969dcaddc15,power_hp,388.3,388,ROUNDED_FOR_INTEGER_STORAGE
22585,vmm-0073257df0798e6daf0822e3c0d2bba6752339b4628c06b597e84998f99bd7c4,power_hp,388.3,388,ROUNDED_FOR_INTEGER_STORAGE
22586,vmm-d96dd7fb6e9a70bc29506ed69a35538f4f5fa2c7136c8c8998922d6c00a676ab,power_hp,375.1,375,ROUNDED_FOR_INTEGER_STORAGE
22587,vmm-d0b4f6a97d2afb4935554ac2ff3f595a3ceafa71a33f0548ea26ad7c0b2c1bb5,power_hp,375.1,375,ROUNDED_FOR_INTEGER_STORAGE
22588,vmm-486472b4ad39e566faf654aba86afa75121dbea1164ea2577f6146f9c37da725,power_hp,388.3,388,ROUNDED_FOR_INTEGER_STORAGE
22589,vmm-7eb9202684e1fb33bf009a6d62538878aaf74d4978d914c9c8128a40045731a5,power_hp,388.3,388,ROUNDED_FOR_INTEGER_STORAGE
22590,vmm-5b6f17d6a291dd60989636935239f4988155ba39afc6b8a67647e1b33551d457,power_hp,375.1,375,ROUNDED_FOR_INTEGER_STORAGE
22591,vmm-a41504a8b6b9d42581391353412fedfa99e09662ec4f79074f14d3f07b2785e3,power_hp,375.1,375,ROUNDED_FOR_INTEGER_STORAGE
22620,vmm-f61564c87e7ae99148503a2c6932a961efb97982c6c431d40ceb8d503e64b192,power_hp,388.3,388,ROUNDED_FOR_INTEGER_STORAGE
22621,vmm-f517165d1c153777bc0bc9837cdc26b9593b9cc550e9c125e737899d1dd9c904,power_hp,388.3,388,ROUNDED_FOR_INTEGER_STORAGE
22622,vmm-e4ee7754265622a012d7ed51124fde30c77823f8af63cd41260c2c496570c192,power_hp,375.1,375,ROUNDED_FOR_INTEGER_STORAGE
22623,vmm-6c4fc33e5d2649e80a6f45f57d6c8fb9c5fbc92ecaae1cf71f10b8543d783ebb,power_hp,375.1,375,ROUNDED_FOR_INTEGER_STORAGE
22624,vmm-8ae31cc932b3a4b682e42a6d8145b7be5933ded58396125642276e1b9da610cc,power_hp,388.3,388,ROUNDED_FOR_INTEGER_STORAGE
22625,vmm-bfa21ccb70d4c133467486f83f008a0a37338ecda4c7f3c3d5ef0ccc3250b63f,power_hp,388.3,388,ROUNDED_FOR_INTEGER_STORAGE
22626,vmm-541e05ffe8d35aa48622996dab1c6cf38bda4934a16a8e8bf1d8783eff50a332,power_hp,375.1,375,ROUNDED_FOR_INTEGER_STORAGE
22627,vmm-c1b8186bc72c72d054cff1a7f4934b2256890c42d2dd5957790f9cb804a6afb0,power_hp,375.1,375,ROUNDED_FOR_INTEGER_STORAGE
22846,vmm-df80a3b7aa255f98c61be306d3dfdf129cb10861663ccea321454f0d29653963,power_hp,91.2,91,ROUNDED_FOR_INTEGER_STORAGE
22847,vmm-b55e30972a7d4e7c17ded0860fb4d942854798eb33a7b6a4132a68f5782f1229,power_hp,157.1,157,ROUNDED_FOR_INTEGER_STORAGE
22848,vmm-b4aae1e17d39f28196538c58bd2fff26ea307fb692bbb49fb6636ca0bd8809ab,power_hp,101.4,101,ROUNDED_FOR_INTEGER_STORAGE
22849,vmm-b73fcd9755d58ebdfc89dd286d09595777f161dc7b6e8272ab73c78e08411394,power_hp,162.2,162,ROUNDED_FOR_INTEGER_STORAGE
22850,vmm-220feaea9289c986b0f9de96d0bfe2cdcb8c01827bdca7f5b1dd1a2336985af4,power_hp,141.9,142,ROUNDED_FOR_INTEGER_STORAGE
23005,vmm-7ae97e4f3b6f09be6828f11ef0cdf8f6f16868dc7ec1dc3e7bb5423f1b2a7ebe,power_hp,119.6,120,ROUNDED_FOR_INTEGER_STORAGE
23884,vmm-eb04b71252d1bd9fa861376dfd6eaad9804a2900e9c1574b05593608c0fa48d8,power_hp,570.8,571,ROUNDED_FOR_INTEGER_STORAGE
23885,vmm-3d09ae80bb3b1b7c4cf7a802cf58c3721ea21be0819e4bf10dcc5249df96a27f,power_hp,570.8,571,ROUNDED_FOR_INTEGER_STORAGE
24236,vmm-cd56f5b76857f93c1312197edf455f04201f03d8ee8207c2128e701d3f89047c,power_hp,141.9,142,ROUNDED_FOR_INTEGER_STORAGE
25453,vmm-f7604f9574fd968d5cb6a248f7240b4ef3dcc8a355e45c5886bd2975c6c9c836,power_hp,217.5,218,ROUNDED_FOR_INTEGER_STORAGE
25542,vmm-38562646864e34cd8edfaedcb38163192986f29ea21f776b1c35e050f9afafc5,power_hp,81.6,82,ROUNDED_FOR_INTEGER_STORAGE
25543,vmm-4ed124f32fc5b6be09a745f036be533329f59a582fe8aea2aaa538e836120e9e,power_hp,81.6,82,ROUNDED_FOR_INTEGER_STORAGE
25544,vmm-bc85e334fd87865b004f68545c81571b833e68caf3a6b6a4a4311b869fa5c7ce,power_hp,81.6,82,ROUNDED_FOR_INTEGER_STORAGE
25546,vmm-09085311fa56e860c8b380b1f4a3d316d9f2e1f14502b7d12acccddaa936b7ca,power_hp,81.6,82,ROUNDED_FOR_INTEGER_STORAGE
25559,vmm-eb6effc14c7df747f72107fa698f8b0732703f36aa1bc00788c03d691828c0f1,power_hp,81.6,82,ROUNDED_FOR_INTEGER_STORAGE
25586,vmm-124db6636ec5b9793b66094dbab051ba1624f168e125587a8a9f112bdbdeb934,power_hp,81.6,82,ROUNDED_FOR_INTEGER_STORAGE
25615,vmm-32ed59260da92a6290f0bf22ec35b55704db7be3794b9bc21568cbcc9d77a4f7,power_hp,506.9,507,ROUNDED_FOR_INTEGER_STORAGE
25712,vmm-0632af1007f3e37c21e0ed6c62a1056561a5571ce949b2d7470ce29d40f8611a,power_hp,231.2,231,ROUNDED_FOR_INTEGER_STORAGE
25729,vmm-635f0ef6965dd5ce42876930480d37459dfeba6c767191d78b426d56ef5a3f96,power_hp,150.1,150,ROUNDED_FOR_INTEGER_STORAGE
25730,vmm-3c78c48512b30a537315b9b0dddf071a008e8e45fa4a457ad87c0b2259fea520,power_hp,150.1,150,ROUNDED_FOR_INTEGER_STORAGE
25737,vmm-ba33d1213997b5a9e3364c1e1290345cf15a7e951a605309ab348a17996192dc,power_hp,182.5,183,ROUNDED_FOR_INTEGER_STORAGE
25775,vmm-e8e545deae678c78fd5839b9919658cc248d2293af4774365ae22fa975baf6dd,power_hp,154.1,154,ROUNDED_FOR_INTEGER_STORAGE
25776,vmm-2e392b86053561c9dbe48b21e43a9e719b45622c1aeb9837f50427ecefe6fd99,power_hp,154.1,154,ROUNDED_FOR_INTEGER_STORAGE
25840,vmm-ed90b6d0603e6e2dfc4dc6a53ffac3fae49f509565a05935bde60d8dc2f1e6fe,transmission,Lineartronic CVT (Continuously Variable Transmission) includes 6- speed manual mode and steering wheel paddle control switches,CVT,SHORTENED_LITERAL_DISPLAY_DESCRIPTION
25907,vmm-284778e49c8e709ff7ffc9287f49e7a3110ff49722ad8337b8eac7479429d36b,power_hp,263.6,264,ROUNDED_FOR_INTEGER_STORAGE
25939,vmm-eefee7fd9276174c5cb440def8de88bf887f8332bc2b9f896c93a2db476b6741,power_hp,263.6,264,ROUNDED_FOR_INTEGER_STORAGE
25940,vmm-5a0b9b697881e93e312ad49c9d22201d8cfe3d9faaa62430beeb6e7508c84405,power_hp,184.5,185,ROUNDED_FOR_INTEGER_STORAGE
25966,vmm-85db6b127528cadbd5fcf8b71eeb08b2a061d5728700e0ecd4cb31eecb40161d,power_hp,345.7,346,ROUNDED_FOR_INTEGER_STORAGE
26281,vmm-90b68084c9cb507e49e08ec698f0df0b8d51efcef1505b40ea7349ee3fc7f0b3,power_hp,319.4,319,ROUNDED_FOR_INTEGER_STORAGE
26282,vmm-cf0abaa0540be42a30879f7785565787504148b42adf58fa98c132afa46b7220,power_hp,332.5,333,ROUNDED_FOR_INTEGER_STORAGE
26283,vmm-1eccbac0b48289337aa190dd2d6f5e6a37742bac40998c167dbfe86ac9e0e461,power_hp,422.8,423,ROUNDED_FOR_INTEGER_STORAGE
26287,vmm-5f8b1df758aad2bb0275d15bd8f7db646530839123bb10c6f9ee34ad81da7122,power_hp,387.5,388,ROUNDED_FOR_INTEGER_STORAGE
26317,vmm-15bb0f24aa2067af70418784e6c68d7ba1d1fdf4deb5ad30e89c2ab8724ebf68,power_hp,281.9,282,ROUNDED_FOR_INTEGER_STORAGE
26573,vmm-071ef82ca3d885f82e594f5df8f8e0212994189e82cb33c1d8d3ae97525d4b0d,power_hp,97.9,98,ROUNDED_FOR_INTEGER_STORAGE
26592,vmm-ea58276e24a5514da0d3c88b1ab4e4bfbb38f3c5f54d4470850abd80eab6121e,power_hp,160.2,160,ROUNDED_FOR_INTEGER_STORAGE
26593,vmm-5001af58c67389a5da742dd089ce8c94cc280f6f311061b17ec735b668675e54,power_hp,271.7,272,ROUNDED_FOR_INTEGER_STORAGE
26596,vmm-70c8ee88095fd7c573322250e12f7e82cf8aa62c750bba6db1bb6c0d153ceb72,power_hp,258.5,259,ROUNDED_FOR_INTEGER_STORAGE
26698,vmm-53b2338b41493b4b6dc10719b89655ec1ce7ae49dd40898312455855aa18a35f,power_hp,133.8,134,ROUNDED_FOR_INTEGER_STORAGE
26699,vmm-5a8ccdfd05c0b2ee53d8789bdbbcf484c30ae3cc94b104a10955f9812097a3e8,power_hp,133.8,134,ROUNDED_FOR_INTEGER_STORAGE
26828,vmm-3f492c94aa719fa759363b582d0b9ada7cc5c69d1c345e89e73ed3c9cea9d744,power_hp,198.7,199,ROUNDED_FOR_INTEGER_STORAGE
26851,vmm-39a2bd94fdaf47b4c037d29ec8af8c006f5b68e9f6bdf296237cabc796c22a22,power_hp,190.6,191,ROUNDED_FOR_INTEGER_STORAGE
26889,vmm-3260012b16898cb9ab459ee60638a0b337c8b89920a7d39bf829c0658830959b,power_hp,304.2,304,ROUNDED_FOR_INTEGER_STORAGE
26901,vmm-a8f340f099fe7916eb07085cef4341441f3170e2d2cd1bec0538043527b0451e,power_hp,207.8,208,ROUNDED_FOR_INTEGER_STORAGE
26902,vmm-e6230d31945c461a8c2bf7b8c7a1f6a4c2bd828df6de9e1b341fbd92083bfbd8,power_hp,207.8,208,ROUNDED_FOR_INTEGER_STORAGE
26985,vmm-d515159900e82085fb31b63a58708f316313458c53cef9d673a4b757daccf8a7,power_hp,330.5,331,ROUNDED_FOR_INTEGER_STORAGE
26996,vmm-77b3e4855ba3b44658679f6a6eec68a150b8db3d8b7ef112ce2b5483f7411438,transmission,"6-speed electronically controlled automatic overdrive with intelligence (ECT-i), sequential shift mode and uphill/downhill logic",6-speed automatic,SHORTENED_LITERAL_DISPLAY_DESCRIPTION
27015,vmm-4666c04ed3e71a16eee666646af2396cfdb92d82990ba08a84c4a7ccb37c1bbc,power_hp,317.9,318,ROUNDED_FOR_INTEGER_STORAGE
27075,vmm-029b4f927ab4a670d9018baf9b0238901f8a8633b0686e4bcbfe31178efe8173,power_hp,99.3,99,ROUNDED_FOR_INTEGER_STORAGE
27147,vmm-e4e14a2b04965fbd01fca5f58ed907f5ebee910991e5ecaf9ed2ae57f9ceff7b,transmission,6-speed Electronically Controlled automatic Transmission with intelligence (ECT-i); sequential shift mode and uphill/downhill shift logic; TOW/HAUL mode,6-speed automatic,SHORTENED_LITERAL_DISPLAY_DESCRIPTION
27148,vmm-11392165047e13c9aed4850a179f3df5a7c5abb2f885436ccd0123ce6798b8e1,transmission,6-speed Electronically Controlled automatic Transmission with intelligence (ECT-i); sequential shift mode and uphill/downhill shift logic; TOW/HAUL mode,6-speed automatic,SHORTENED_LITERAL_DISPLAY_DESCRIPTION
27149,vmm-c55af03b45db49643b26d5a87f3862155ee9efa62ee6854fee5cb9309784d491,transmission,5-speed electronically controlled automatic transmission with intelligence (ECT-i); sequential shift mode and uphill/downhill shift logic,5-speed automatic,SHORTENED_LITERAL_DISPLAY_DESCRIPTION
27150,vmm-8f5f0ba02b941ba5201c4cfae2bf01a8bcadb52ccc6798b567877f5a81d679e3,transmission,5-speed electronically controlled automatic transmission with intelligence (ECT-i); sequential shift mode and uphill/downhill shift logic,5-speed automatic,SHORTENED_LITERAL_DISPLAY_DESCRIPTION
27151,vmm-3374a64b32f4b9c866a89951e920c7e32beb3458c928246cbbaf8f90c20fcf9a,transmission,6-speed electronically controlled automatic transmission with intelligence (ECT-i); sequential shift mode and uphill/downhill shift logic; TOW/HAUL mode,6-speed automatic,SHORTENED_LITERAL_DISPLAY_DESCRIPTION
27152,vmm-d0f38f0ee8bacf07ec83600766dfc910db4a6b6ff1f321b7208b52dc61b47cbd,transmission,6-speed electronically controlled automatic transmission with intelligence (ECT-i); sequential shift mode and uphill/downhill shift logic; TOW/HAUL mode,6-speed automatic,SHORTENED_LITERAL_DISPLAY_DESCRIPTION
27159,vmm-0bf211225db75c8525d066f3cd0fbcafeb886c39923f5503305010ceef48bb1d,power_hp,191.6,192,ROUNDED_FOR_INTEGER_STORAGE
27160,vmm-d00c5592fd45d0a95da64ac1b1e376d8e21d912c80abe1ce85b3235480461060,power_hp,191.6,192,ROUNDED_FOR_INTEGER_STORAGE
27164,vmm-d9dab640d7077c6282ce199d5f4624921b7e76aed8169a888b09266497abe80f,power_hp,269.7,270,ROUNDED_FOR_INTEGER_STORAGE
27165,vmm-20b07fd8efe831d7d7b4c7a97640806da4480e55c51aa424368b4b8ea84ee62a,power_hp,269.7,270,ROUNDED_FOR_INTEGER_STORAGE
27224,vmm-865317635715e60dbd89d9e899dfd2be38a54475db7147ba5cb2ff673adf481a,power_hp,314.3,314,ROUNDED_FOR_INTEGER_STORAGE
27225,vmm-e61124bcde1984349dba09bdf37a592ac725c4adfb477267ea2074d3acc21753,power_hp,386.3,386,ROUNDED_FOR_INTEGER_STORAGE
27226,vmm-f5c4678c09a714e7d23f374ce7c4c5e0d9c82d603da45525e67b775dd5b5440b,power_hp,386.3,386,ROUNDED_FOR_INTEGER_STORAGE
27347,vmm-02fda6b2adc92c225f55ce25ddd906859d15a57ced3a914262757ac2613735df,power_hp,107.5,108,ROUNDED_FOR_INTEGER_STORAGE
27348,vmm-b2b0623a3f555c696e455f6811bf28d602a509da0d79af6193bfff8fc165279f,power_hp,107.5,108,ROUNDED_FOR_INTEGER_STORAGE
27841,vmm-813c2a806ea33ae36a5ba1cf86912908c7a612cef5db2b448126748748ad1ca4,power_hp,285.9,286,ROUNDED_FOR_INTEGER_STORAGE
27850,vmm-667167011049d2332748b0fd7ec389d76dea2ef50e90159abd75dfee6f1634bc,power_hp,272.7,273,ROUNDED_FOR_INTEGER_STORAGE
28543,vmm-227b1261568c2c9d5afddf047fe1bcc3d24443a2e0f6507bb4784e7cb975bcc6,power_hp,160.2,160,ROUNDED_FOR_INTEGER_STORAGE
28956,vmm-413105dc5bb6e25a2cf15fa189066f04f448dcfe9ad139fedb6cda03a5e196b5,power_hp,156.4,156,ROUNDED_FOR_INTEGER_STORAGE
29279,vmm-6d5be6b649dff7137cb6e180d7cdefb6ccfd5e625ee33e39c9046312692a5cb2,power_hp,152.1,152,ROUNDED_FOR_INTEGER_STORAGE
30041,vmm-cef7b6237ee134adef3bbaf9cbd6299d1ab5fae0394c3a0ce12ed09b80f6874d,power_hp,102.4,102,ROUNDED_FOR_INTEGER_STORAGE
30391,vmm-3fcab4846b41c8f264daf4a9b982a5649f79dc5247d95b64c307151153d2aa7d,power_hp,1193.3,1193,ROUNDED_FOR_INTEGER_STORAGE
